Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,ScoreText,age,priors_count
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,55.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,10.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,2.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,1.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,High,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,High,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,High,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,High,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,High,31.0,6.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Low,26.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,54.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,54.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,African-American,Pretrial,Jail Inmate,Married,High,56.0,22.0
Male,African-American,Pretrial,Jail Inmate,Married,High,56.0,22.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,50.0,1.0
Male,African-American,Pretrial,Jail Inmate,Divorced,High,22.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,28.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,38.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,38.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,38.0,0.0
Male,Native American,Pretrial,Jail Inmate,Single,Medium,40.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,47.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,25.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,25.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,52.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,46.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,46.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,46.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,46.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,46.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,46.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,46.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,43.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,28.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,28.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,65.0,11.0
Male,African-American,Pretrial,Jail Inmate,Married,Medium,35.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,55.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,55.0,2.0
Male,Hispanic,Pretrial,Pretrial Defendant,Divorced,Low,41.0,2.0
Male,Hispanic,Pretrial,Pretrial Defendant,Divorced,Low,41.0,2.0
Male,African-American,Pretrial,Jail Inmate,Unknown,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Medium,36.0,9.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Medium,36.0,9.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Medium,36.0,9.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Medium,36.0,9.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Medium,36.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,23.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,23.0
Male,African-American,Conditional Release,Probation,Single,Low,22.0,2.0
Male,African-American,Conditional Release,Probation,Single,Low,22.0,2.0
Male,African-American,Conditional Release,Probation,Single,Low,22.0,2.0
Male,African-American,Conditional Release,Probation,Single,Low,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Divorced,High,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,58.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,58.0,1.0
Male,Arabic,Pretrial,Jail Inmate,Single,Low,40.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,1.0
Male,Hispanic,Post Sentence,Probation,Divorced,Low,21.0,1.0
Male,Hispanic,Post Sentence,Probation,Divorced,Low,21.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,8.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,8.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,30.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,30.0,1.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,43.0,2.0
Male,Other,Pretrial,Jail Inmate,Single,Low,49.0,7.0
Male,Other,Pretrial,Jail Inmate,Single,Low,49.0,7.0
Male,Other,Pretrial,Jail Inmate,Single,Low,49.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Widowed,Low,64.0,8.0
Male,Caucasian,Post Sentence,Probation,Single,Medium,34.0,16.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,1.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,24.0,7.0
Male,African-American,Post Sentence,Probation,Single,High,24.0,7.0
Male,African-American,Post Sentence,Probation,Single,High,24.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,52.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,56.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,56.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,56.0,7.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,48.0,0.0
Female,Hispanic,Pretrial,Jail Inmate,Single,Low,23.0,1.0
Female,Hispanic,Pretrial,Jail Inmate,Single,Low,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,37.0,8.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,37.0,8.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,37.0,8.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,37.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,53.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,49.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,32.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,32.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Widowed,Low,66.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Separated,Low,47.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,51.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,35.0,0.0
Female,Hispanic,Pretrial,Jail Inmate,Single,Low,28.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,29.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,47.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,41.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,55.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,30.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,30.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,30.0,4.0
Male,African-American,Post Sentence,Probation,Single,Medium,38.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Separated,Low,37.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,43.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,26.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,26.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,55.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,49.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,43.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,67.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,46.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,46.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,46.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,46.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,28.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,28.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,28.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,31.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Married,High,23.0,6.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,36.0,9.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,32.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,27.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,66.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,42.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,42.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,42.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,42.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,42.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,42.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,21.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,32.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,48.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,48.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,48.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,High,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,51.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Unknown,Low,54.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,32.0,1.0
Female,Hispanic,Pretrial,Jail Inmate,Unknown,Low,36.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,21.0
Male,African-American,Pretrial,Jail Inmate,Unknown,High,32.0,2.0
Male,African-American,Pretrial,Jail Inmate,Unknown,High,32.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Unknown,Low,39.0,0.0
Male,African-American,Post Sentence,Probation,Single,Medium,29.0,9.0
Male,African-American,Post Sentence,Probation,Single,Medium,29.0,9.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,16.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,16.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,16.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,30.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,30.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,30.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,52.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,52.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,52.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,52.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,27.0,0.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,39.0,1.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,African-American,Probation Violator,Probation,Single,High,28.0,5.0
Male,African-American,Probation Violator,Probation,Single,High,28.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,61.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,61.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,61.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,61.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,61.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,61.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,61.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,20.0,0.0
Female,Hispanic,Pretrial,Jail Inmate,Single,Low,25.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,40.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,38.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,38.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,38.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,38.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,4.0
Female,Hispanic,Pretrial,Jail Inmate,Married,High,38.0,20.0
Female,Hispanic,Pretrial,Jail Inmate,Married,High,38.0,20.0
Female,Hispanic,Pretrial,Jail Inmate,Married,High,38.0,20.0
Female,Hispanic,Pretrial,Jail Inmate,Married,High,38.0,20.0
Female,Hispanic,Pretrial,Jail Inmate,Married,High,38.0,20.0
Female,Hispanic,Pretrial,Jail Inmate,Married,High,38.0,20.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,29.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,25.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,41.0,13.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,41.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Married,High,37.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Married,High,37.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,9.0
Male,Hispanic,Pretrial,Pretrial Defendant,Married,Low,53.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,28.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,44.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,32.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,58.0,12.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,58.0,12.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,58.0,12.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,58.0,12.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,58.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,25.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,25.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,44.0,4.0
Male,Hispanic,Pretrial,Jail Inmate,Significant Other,High,53.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Significant Other,High,53.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,47.0,7.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,37.0,0.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,44.0,1.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,44.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,51.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,51.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,51.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,51.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Medium,48.0,12.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,High,51.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,23.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,23.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,23.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,23.0,3.0
Male,Caucasian,Other,Probation,Separated,Low,28.0,4.0
Male,Caucasian,Other,Probation,Separated,Low,32.0,4.0
Male,Caucasian,Other,Probation,Separated,Low,32.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Male,Caucasian,Post Sentence,Probation,Single,High,23.0,5.0
Male,Caucasian,Post Sentence,Probation,Single,High,23.0,5.0
Male,Caucasian,Post Sentence,Probation,Single,High,23.0,5.0
Male,Other,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Male,Caucasian,Post Sentence,Probation,Married,Medium,26.0,5.0
Female,African-American,Pretrial,Jail Inmate,Married,Low,39.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,46.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,46.0,2.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Medium,26.0,5.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Medium,26.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,25.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,51.0,19.0
Male,African-American,Pretrial,Jail Inmate,Single,High,51.0,19.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,18.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,18.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,18.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,18.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,18.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,21.0,0.0
Female,Hispanic,Pretrial,Pretrial Defendant,Divorced,Low,45.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,34.0,1.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,28.0,7.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,28.0,7.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,28.0,7.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,28.0,7.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,28.0,7.0
Male,African-American,Pretrial,Jail Inmate,Married,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,High,21.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,33.0,3.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,24.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,11.0
